business date,sedol,isin,figi,ticker,bbgid,name,offer rate,bid rate,last rate,crowding,short interest,shortinterestnotional,shortinterestpct,s3float,s3sipctfloat,indicativeavailability,s3utilization,daystocover10day,daystocover30day,daystocover90day,original si,close
18/12/2015,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.2,-0.01,4906794.11,3.29E+09,0.0127,3.90E+08,0.0126,1.22E+08,0.61,1.137781738,1.147294558,1.147294558,5417127,664.14
21/12/2015,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.2,0.01,5158823.11,3.43E+09,0.0134,3.90E+08,0.0132,1.22E+08,0.58,1.094996045,1.144500433,1.144500433,5482835,664.51
22/12/2015,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.18,-0.01,4711032.89,3.13E+09,0.0122,3.90E+08,0.0121,1.22E+08,0.6,1.052626933,1.056451686,1.056451686,5379119.5,663.15
23/12/2015,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.16,0,4850918,3.22E+09,0.0126,3.90E+08,0.0124,1.22E+08,0.57,1.1502543,1.112369571,1.112369571,5417893.5,663.7
24/12/2015,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.18,0.01,5548756.51,3.68E+09,0.0144,3.91E+08,0.0142,1.21E+08,0.8,1.376703466,1.347648448,1.347648448,5593630,662.79
28/12/2015,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.14,-0.01,4938105.41,3.27E+09,0.0128,3.90E+08,0.0127,1.22E+08,0.65,1.363391379,1.272343257,1.272343257,5127325.5,675.2
29/12/2015,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.13,0,5003463.23,3.38E+09,0.013,3.90E+08,0.0128,1.22E+08,0.64,1.850647807,1.347906663,1.347906663,5148526,693.97
30/12/2015,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.13,0,4765746.71,3.31E+09,0.0124,3.90E+08,0.0122,1.22E+08,0.62,1.485185596,1.238050196,1.238050196,5094777,689.07
31/12/2015,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.17,0,4646226,3.20E+09,0.0121,3.90E+08,0.0119,1.22E+08,0.59,1.428218014,1.246988961,1.246988961,5070023,675.89
04/01/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.15,0,4783499,3.23E+09,0.0124,3.90E+08,0.0123,1.22E+08,0.5,1.438905968,1.291279308,1.291279308,5109290.5,636.99
05/01/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.19,-0.01,4773521,3.04E+09,0.0123,3.92E+08,0.0122,1.22E+08,0.55,0.914410342,1.118509464,1.118509464,4798799,633.79
06/01/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.17,-0.01,4897351,3.10E+09,0.0126,3.92E+08,0.0125,1.22E+08,0.58,0.920432552,1.175585626,1.175585626,4776899,632.65
07/01/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.2,0,4885673,3.09E+09,0.0126,3.92E+08,0.0125,1.22E+08,0.58,0.91802844,1.117054118,1.117054118,4817983,607.94
08/01/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.15,0,4900285,2.98E+09,0.0127,3.92E+08,0.0125,1.22E+08,0.59,0.846027175,1.017834117,1.017834117,4844729,607.05
11/01/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.2,0,4922431,2.99E+09,0.0127,3.92E+08,0.0126,1.22E+08,0.52,0.854531301,0.966428863,0.966428863,4837179,617.74
12/01/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.14,0.01,4809703,2.97E+09,0.0124,3.92E+08,0.0123,1.22E+08,0.55,0.760513563,0.878760473,0.878760473,4887829,617.89
13/01/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.18,0,4849500,3.00E+09,0.0125,3.92E+08,0.0124,1.22E+08,0.7,0.795562632,0.871062928,0.871062928,4905778,581.81
14/01/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.17,-0.01,4956512,2.88E+09,0.0128,3.92E+08,0.0126,1.22E+08,0.62,0.787919811,0.860601178,0.860601178,4937725,593
15/01/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.23,0,4935333,2.93E+09,0.0127,3.92E+08,0.0126,1.22E+08,0.68,0.818319062,0.804946228,0.804946228,4922425,570.18
19/01/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.19,0,4889197,2.79E+09,0.0126,3.92E+08,0.0125,1.22E+08,0.69,0.778993267,0.748183788,0.748183788,4930024,574.48
20/01/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.21,0,5149554,2.96E+09,0.0133,3.92E+08,0.0131,1.22E+08,0.81,0.97159948,0.935983371,0.935983371,4852246,571.77
21/01/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.18,-0.01,5157255,2.95E+09,0.0133,3.92E+08,0.0131,1.22E+08,0.72,0.915483094,0.894505903,0.894505903,4786988,575.02
22/01/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.18,-0.01,5252423,3.02E+09,0.0136,3.93E+08,0.0134,1.22E+08,1.01,0.931123175,0.945835642,0.945835642,4875112,596.38
25/01/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.16,-0.01,5384318,3.21E+09,0.0139,3.93E+08,0.0137,1.22E+08,0.86,0.946201001,0.976493363,0.976493363,4763668,596.53
26/01/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.14,0,5586588,3.33E+09,0.0144,3.93E+08,0.0142,1.21E+08,0.81,1.230435199,1.022363541,1.022363541,4773508,601.25
27/01/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.18,0.01,5689248,3.42E+09,0.0147,3.93E+08,0.0145,1.21E+08,0.88,1.284351171,1.059738204,1.059738204,4823988,583.35
28/01/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.16,0,5784851,3.37E+09,0.0149,3.93E+08,0.0147,1.21E+08,0.78,1.279815888,1.130228541,1.130228541,4829621,635.35
29/01/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.19,0.02,5895578,3.75E+09,0.0152,3.93E+08,0.015,1.21E+08,0.9,0.939989582,1.017176784,1.017176784,4931626,587
01/02/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.19,-0.02,5896517,3.46E+09,0.0152,3.93E+08,0.015,1.21E+08,0.96,0.785599031,0.909209316,0.909209316,4898839,574.81
02/02/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.21,-0.01,6005067,3.45E+09,0.0155,3.93E+08,0.0153,1.21E+08,1.01,0.745008098,0.843309269,0.843309269,5855117,552.1
03/02/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.18,0.02,5888136,3.25E+09,0.0152,3.93E+08,0.015,1.21E+08,1.25,0.753860984,0.809774946,0.809774946,6107417,531.07
04/02/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.21,0.02,5899357,3.13E+09,0.0152,3.93E+08,0.015,1.21E+08,1.42,0.729180072,0.788731014,0.788731014,6319846,536.26
05/02/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.19,-0.01,5859323,3.14E+09,0.0151,3.93E+08,0.0149,1.21E+08,1.16,0.704603613,0.770533676,0.770533676,6199361,502.13
08/02/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.16,-0.03,5888094,2.96E+09,0.0152,3.93E+08,0.015,1.21E+08,1.1,0.649994629,0.730250258,0.730250258,6047109,488.1
09/02/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.32,-0.02,5865791,2.86E+09,0.0151,3.93E+08,0.0149,1.21E+08,0.79,0.726422922,0.68158836,0.68158836,5921209,482.07
10/02/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.18,-0.01,5883126,2.84E+09,0.0152,3.93E+08,0.015,1.21E+08,0.64,0.741651026,0.658267548,0.658267548,5822354,490.48
11/02/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.19,0,6002295,2.94E+09,0.0155,3.93E+08,0.0153,1.21E+08,0.56,0.770593457,0.659547921,0.659547921,5793142,503.82
12/02/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.17,-0.01,6038622,3.04E+09,0.0156,3.93E+08,0.0153,1.21E+08,0.53,0.762503395,0.715574635,0.715574635,5705992,507.08
16/02/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.16,0,5928547,3.01E+09,0.0153,3.93E+08,0.0151,1.21E+08,0.58,0.759723188,0.789465996,0.789465996,5738387.5,521.1
17/02/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.18,-0.01,5928547,3.09E+09,0.0153,3.93E+08,0.0151,1.21E+08,0.5,0.855278651,0.802684005,0.802684005,5818451,534.1
18/02/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.2,0.01,6060141,3.25E+09,0.0156,3.93E+08,0.0154,1.21E+08,0.58,0.91396405,0.837371461,0.837371461,5835932,525
19/02/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.2,0,6204872,3.26E+09,0.016,3.94E+08,0.0158,1.21E+08,0.79,1.051067877,0.92530909,0.92530909,5868655,534.9
22/02/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.22,0.01,6353135,3.40E+09,0.0164,3.94E+08,0.0161,1.21E+08,0.72,1.133892897,0.96503893,0.96503893,5899240,559.5
23/02/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.2,0.06,6989850,3.91E+09,0.018,3.94E+08,0.0177,1.20E+08,1.25,1.385842218,1.133049995,1.133049995,6404277,552.94
24/02/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.19,-0.01,7052079,3.90E+09,0.0182,3.94E+08,0.0179,1.20E+08,0.84,1.445613007,1.261194992,1.261194992,6370683,554.04
25/02/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.2,-0.02,7020735,3.89E+09,0.0181,3.94E+08,0.0178,1.20E+08,0.86,1.384322123,1.274883965,1.274883965,6191928,555.15
26/02/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.19,-0.01,7065950,3.92E+09,0.0182,3.94E+08,0.0179,1.20E+08,0.94,1.412247184,1.338023075,1.338023075,6130093,555.23
29/02/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.3,0,7172128,3.98E+09,0.0185,3.95E+08,0.0182,1.20E+08,0.96,1.442168603,1.426195596,1.426195596,6120903,552.52
01/03/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.28,-0.01,6967738,3.85E+09,0.018,3.94E+08,0.0177,1.20E+08,0.75,1.422136816,1.420562725,1.420562725,6017421,579.04
02/03/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.29,0.01,6970447,4.05E+09,0.018,3.94E+08,0.0177,1.20E+08,0.76,1.416948463,1.423438132,1.423438132,6988057,580.21
03/03/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.3,0,6945958,4.03E+09,0.0179,3.94E+08,0.0176,1.20E+08,0.83,1.424171823,1.425476828,1.425476828,6979583,577.49
04/03/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.3,0.01,7022731,4.06E+09,0.0181,3.94E+08,0.0178,1.20E+08,1,1.552316141,1.502717534,1.502717534,7065937,575.14
07/03/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.3,-0.01,6904901,3.97E+09,0.0178,3.94E+08,0.0175,1.20E+08,1.14,1.553494874,1.528465843,1.528465843,6960048,562.8
08/03/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.32,-0.01,6865260,3.86E+09,0.0177,3.94E+08,0.0174,1.20E+08,0.99,1.657182582,1.541323184,1.541323184,6937647,560.26
09/03/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.3,0.01,6964356,3.90E+09,0.018,3.94E+08,0.0177,1.20E+08,1.13,1.647736879,1.540088234,1.540088234,7053275,559.47
10/03/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.29,-0.01,6899929,3.86E+09,0.0178,3.94E+08,0.0175,1.20E+08,1.05,1.625251917,1.591087466,1.591087466,7004147,558.93
11/03/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.31,0.01,6961234,3.89E+09,0.018,3.94E+08,0.0177,1.20E+08,1.56,1.650651702,1.627957077,1.627957077,7079153,569.61
14/03/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.3,0.01,7011878,3.99E+09,0.0181,3.94E+08,0.0178,1.20E+08,1.26,1.72754394,1.683329324,1.683329324,7142978,573.37
15/03/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.31,0,6943360,3.98E+09,0.0179,3.94E+08,0.0176,1.20E+08,1.18,1.654158087,1.695008102,1.695008102,7086534,577.02
16/03/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.27,0,6811015,3.93E+09,0.0176,3.94E+08,0.0173,1.20E+08,1.1,1.640534431,1.71122689,1.71122689,7117237,574.27
17/03/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.26,0,6775611,3.89E+09,0.0175,3.94E+08,0.0172,1.20E+08,0.95,1.66274662,1.748209118,1.748209118,6793400,559.44
18/03/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.29,0,6748933,3.78E+09,0.0174,3.94E+08,0.0171,1.20E+08,0.97,1.607119163,1.609024215,1.609024215,6796530,552.08
21/03/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.28,0,6724578,3.73E+09,0.0174,3.94E+08,0.0171,1.20E+08,0.97,1.487651277,1.467460272,1.467460272,6808865,553.98
22/03/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.29,0,6726775,3.73E+09,0.0174,3.94E+08,0.0171,1.20E+08,1.13,1.379881286,1.460824404,1.460824404,6836986,560.48
23/03/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.28,0.01,6758000,3.79E+09,0.0174,3.94E+08,0.0171,1.20E+08,1.2,1.422739837,1.491226193,1.491226193,6888327,569.63
24/03/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.31,0.03,7017441,4.00E+09,0.0181,3.94E+08,0.0178,1.20E+08,2.58,1.507763301,1.56203994,1.56203994,7167799,582.95
28/03/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.29,0,6917715,4.03E+09,0.0179,3.94E+08,0.0175,1.20E+08,1.8,1.420291917,1.497648867,1.497648867,7094148,579.87
29/03/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.31,-0.03,6589867,3.82E+09,0.017,3.94E+08,0.0167,1.20E+08,1.19,1.53630903,1.447027725,1.447027725,6779924,593.86
30/03/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.3,0.01,6584908,3.91E+09,0.017,3.94E+08,0.0167,1.20E+08,1.43,1.529024589,1.416745412,1.416745412,6797052,598.69
31/03/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.29,-0.01,6451213,3.86E+09,0.0167,3.94E+08,0.0164,1.21E+08,1.29,1.5189482,1.387573678,1.387573678,6682920,593.64
01/04/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.28,-0.01,6563754,3.90E+09,0.0169,3.94E+08,0.0167,1.20E+08,0.97,1.685719209,1.43825557,1.43825557,6614618.5,598.5
04/04/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.3,0,6534217,3.91E+09,0.0168,3.95E+08,0.0165,1.20E+08,0.98,1.747583646,1.532911339,1.532911339,6544612,593.19
05/04/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.29,0,6500814,3.86E+09,0.0167,3.95E+08,0.0165,1.20E+08,0.89,2.002862194,1.719786149,1.719786149,6520012,586.14
06/04/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.27,0.01,6558863,3.84E+09,0.0169,3.95E+08,0.0166,1.20E+08,0.74,2.107656619,1.876465671,1.876465671,6586287,602.08
07/04/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.3,0,6490592,3.91E+09,0.0167,3.95E+08,0.0164,1.21E+08,0.65,2.107902419,1.920144652,1.920144652,6528170,591.43
08/04/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.3,-0.02,6340830,3.75E+09,0.0163,3.95E+08,0.0161,1.21E+08,0.56,2.053636955,1.921001432,1.921001432,6389770,594.6
11/04/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.29,0,6329868,3.76E+09,0.0163,3.95E+08,0.016,1.21E+08,0.69,2.211283651,2.081211692,2.081211692,6388043,595.93
12/04/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.29,-0.01,6258660,3.76E+09,0.0161,3.95E+08,0.0159,1.21E+08,0.56,2.314364669,2.314364669,0.890896476,6326470,603.17
13/04/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.33,0,6210500,3.75E+09,0.016,3.95E+08,0.0157,1.21E+08,0.52,2.323710603,2.323710603,0.988246856,6287720,614.82
14/04/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.3,0,6218414,3.82E+09,0.016,3.95E+08,0.0158,1.21E+08,1.12,1.948597185,1.948597185,1.021540788,6310699,620.75
15/04/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.26,-0.01,6124766,3.80E+09,0.0158,3.95E+08,0.0155,1.21E+08,0.98,1.872184662,1.872184662,1.120190723,6229564,625.89
18/04/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.26,0,6448670,4.04E+09,0.0166,3.95E+08,0.0163,1.21E+08,0.97,2.018553235,2.018553235,1.350838646,6218711.5,635.35
19/04/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.29,-0.01,6274439,3.99E+09,0.0162,3.95E+08,0.0159,1.21E+08,1.04,1.851378685,1.851378685,1.393661969,6351793,627.9
20/04/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.28,0.01,6282977,3.95E+09,0.0162,3.95E+08,0.0159,1.21E+08,1.25,1.80321417,1.80321417,1.485655908,6432273,632.99
21/04/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.24,-0.01,6145333,3.89E+09,0.0158,3.95E+08,0.0156,1.21E+08,0.57,1.820861528,1.820861528,1.638626124,6340916,631
22/04/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.29,0.01,6153047,3.88E+09,0.0158,3.95E+08,0.0156,1.21E+08,0.54,1.830466972,1.871113698,1.772473265,6394683,620.5
25/04/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.28,0,6083523,3.77E+09,0.0157,3.94E+08,0.0154,1.21E+08,0.52,1.659074162,1.754193786,1.754193786,6415336,626.2
26/04/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.28,-0.01,5954018,3.73E+09,0.0153,3.94E+08,0.0151,1.21E+08,0.37,1.670185622,1.717908405,1.717908405,6333421,616.88
27/04/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.29,0,5927952,3.65E+09,0.0153,3.94E+08,0.015,1.21E+08,0.39,1.735440392,1.716311753,1.716311753,6352080,606.57
28/04/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.3,0,5892053,3.57E+09,0.0152,3.94E+08,0.0149,1.21E+08,0.38,1.684676898,1.713836399,1.713836399,6388352,602
29/04/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.31,0,5765731,3.47E+09,0.0148,3.94E+08,0.0146,1.21E+08,0.39,1.464720711,1.48832273,1.48832273,6401673,659.59
02/05/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.21,0.01,5629841,3.71E+09,0.0145,3.94E+08,0.0143,1.21E+08,0.35,1.193202285,1.219560967,1.219560967,6418919,683.85
03/05/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.3,0.01,5771783,3.95E+09,0.0148,3.95E+08,0.0146,1.21E+08,0.36,1.017502871,1.192998292,1.192998292,5707596,671.32
04/05/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.23,-0.01,5743175,3.86E+09,0.0147,3.95E+08,0.0145,1.21E+08,0.34,1.03192862,1.166175208,1.166175208,5630952,670.9
05/05/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.3,0.01,5849899,3.92E+09,0.015,3.95E+08,0.0148,1.21E+08,0.38,1.073528621,1.140909428,1.140909428,5692448,659.09
06/05/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.26,0.01,5981010,3.94E+09,0.0154,3.95E+08,0.0151,1.21E+08,0.32,1.044832151,1.116655483,1.116655483,5775905,673.95
09/05/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.29,0,6040403,4.07E+09,0.0155,3.95E+08,0.0153,1.21E+08,0.32,1.01436473,1.143079174,1.143079174,5792705,679.75
10/05/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.27,0,6076101,4.13E+09,0.0156,3.95E+08,0.0154,1.21E+08,0.34,1.24133161,1.122242416,1.122242416,5789550,703.07
11/05/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.29,0,6121523,4.30E+09,0.0157,3.96E+08,0.0155,1.21E+08,0.38,1.207927757,1.060433114,1.060433114,5775400,713.23
12/05/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.29,0,6160672,4.39E+09,0.0158,3.96E+08,0.0156,1.21E+08,0.5,1.151185349,1.010011466,1.010011466,5742950,717.93
13/05/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.31,0,6203221,4.45E+09,0.0159,3.96E+08,0.0157,1.21E+08,0.22,1.20210612,1.066365707,1.066365707,5736245,709.92
16/05/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.26,-0.01,6143298,4.36E+09,0.0158,3.96E+08,0.0155,1.21E+08,0.16,1.195123944,1.167388292,1.167388292,5603318,710.66
17/05/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.29,0.01,6086588,4.33E+09,0.0156,3.95E+08,0.0154,1.21E+08,0.18,1.117816505,1.182350988,1.182350988,6221592,695.27
18/05/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.29,0,5959496,4.14E+09,0.0153,3.95E+08,0.0151,1.21E+08,0.14,1.10385056,1.153227113,1.153227113,6221762,697.45
19/05/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.23,-0.02,5686904,3.97E+09,0.0146,3.95E+08,0.0144,1.21E+08,0.09,1.081289964,1.108030836,1.108030836,6055605,698.52
20/05/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.25,0.01,5703240,3.98E+09,0.0146,3.95E+08,0.0144,1.21E+08,0.09,1.109623806,1.15296466,1.15296466,6147124,702.8
23/05/2016,2000019,US0231351067,BBG000BVPV84,AMZN,AMZN US,AMAZON.COM INC,0.33,0.08,0.29,0.02,5810946,4.08E+09,0.0149,3.95E+08,0.0147,1.21E+08,0.13,1.22564837,1.210192956,1.210192956,6327294,696.75
